Crop_Name,Suitable_Season,State,Average_Cost_Per_Acre,Seed_Cost,Fertilizer_Cost,Labour_Cost,Irrigation_Cost,Machinery_Cost,Other_Cost,Total_Cost,Cost_Unit,Source,Last_Updated
drumstick leaves,Zaid,Telangana,20353,2240,3584,8580,2205,2288,1456,20353,INR/Acre,TNAU Horticulture Guidelines,2024-2025
drumstick leaves,Zaid,Karnataka,20353,2240,3584,8580,2205,2288,1456,20353,INR/Acre,TNAU Horticulture Guidelines,2024-2025
drumstick leaves,Zaid,Tamil Nadu,20632,2240,3584,8736,2310,2306,1456,20632,INR/Acre,TNAU Horticulture Guidelines,2024-2025
drumstick leaves,Zaid,Odisha,18086,2240,3584,6864,1848,2094,1456,18086,INR/Acre,TNAU Horticulture Guidelines,2024-2025
drumstick leaves,Zaid,Assam,18828,2240,3584,7644,1722,2182,1456,18828,INR/Acre,TNAU Horticulture Guidelines,2024-2025
drumstick leaves,Zaid,Chhattisgarh,18512,2240,3584,7020,2100,2112,1456,18512,INR/Acre,TNAU Horticulture Guidelines,2024-2025
drumstick leaves,Zaid,Jharkhand,18338,2240,3584,6864,2100,2094,1456,18338,INR/Acre,TNAU Horticulture Guidelines,2024-2025
drumstick leaves,Zaid,Uttarakhand,19814,2240,3584,8190,2100,2244,1456,19814,INR/Acre,TNAU Horticulture Guidelines,2024-2025
drumstick leaves,Zaid,Himachal Pradesh,20942,2240,3584,9204,2100,2358,1456,20942,INR/Acre,TNAU Horticulture Guidelines,2024-2025
malabar spinach,Kharif,Uttar Pradesh,14595,1200,2500,6256,1800,1839,1000,14595,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Madhya Pradesh,14595,1200,2500,6256,1800,1839,1000,14595,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Punjab,17306,1200,2500,8500,2016,2090,1000,17306,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Haryana,17079,1200,2500,8296,2016,2067,1000,17079,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Rajasthan,15524,1200,2500,6800,2124,1900,1000,15524,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Bihar,14113,1200,2500,5984,1620,1809,1000,14113,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Gujarat,15924,1200,2500,7208,2070,1946,1000,15924,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Maharashtra,15949,1200,2500,7344,1944,1961,1000,15949,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,West Bengal,14930,1200,2500,6800,1530,1900,1000,14930,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Andhra Pradesh,16046,1200,2500,7480,1890,1976,1000,16046,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Telangana,16046,1200,2500,7480,1890,1976,1000,16046,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Karnataka,16046,1200,2500,7480,1890,1976,1000,16046,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Tamil Nadu,16287,1200,2500,7616,1980,1991,1000,16287,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Odisha,14077,1200,2500,5984,1584,1809,1000,14077,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Assam,14725,1200,2500,6664,1476,1885,1000,14725,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Chhattisgarh,14444,1200,2500,6120,1800,1824,1000,14444,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Jharkhand,14293,1200,2500,5984,1800,1809,1000,14293,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Uttarakhand,15578,1200,2500,7140,1800,1938,1000,15578,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Kharif,Himachal Pradesh,16561,1200,2500,8024,1800,2037,1000,16561,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Uttar Pradesh,14877,1272,2650,6256,1800,1839,1060,14877,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Madhya Pradesh,14877,1272,2650,6256,1800,1839,1060,14877,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Punjab,17588,1272,2650,8500,2016,2090,1060,17588,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Haryana,17361,1272,2650,8296,2016,2067,1060,17361,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Rajasthan,15806,1272,2650,6800,2124,1900,1060,15806,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Bihar,14395,1272,2650,5984,1620,1809,1060,14395,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Gujarat,16206,1272,2650,7208,2070,1946,1060,16206,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Maharashtra,16231,1272,2650,7344,1944,1961,1060,16231,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,West Bengal,15212,1272,2650,6800,1530,1900,1060,15212,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Andhra Pradesh,16328,1272,2650,7480,1890,1976,1060,16328,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Telangana,16328,1272,2650,7480,1890,1976,1060,16328,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Karnataka,16328,1272,2650,7480,1890,1976,1060,16328,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Tamil Nadu,16569,1272,2650,7616,1980,1991,1060,16569,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Odisha,14359,1272,2650,5984,1584,1809,1060,14359,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Assam,15007,1272,2650,6664,1476,1885,1060,15007,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Chhattisgarh,14726,1272,2650,6120,1800,1824,1060,14726,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Jharkhand,14575,1272,2650,5984,1800,1809,1060,14575,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Uttarakhand,15860,1272,2650,7140,1800,1938,1060,15860,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Rabi,Himachal Pradesh,16843,1272,2650,8024,1800,2037,1060,16843,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Uttar Pradesh,15249,1344,2800,6256,1890,1839,1120,15249,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Madhya Pradesh,15249,1344,2800,6256,1890,1839,1120,15249,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Punjab,17971,1344,2800,8500,2117,2090,1120,17971,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Haryana,17744,1344,2800,8296,2117,2067,1120,17744,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Rajasthan,16194,1344,2800,6800,2230,1900,1120,16194,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Bihar,14758,1344,2800,5984,1701,1809,1120,14758,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Gujarat,16592,1344,2800,7208,2174,1946,1120,16592,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Maharashtra,16610,1344,2800,7344,2041,1961,1120,16610,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,West Bengal,15570,1344,2800,6800,1606,1900,1120,15570,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Andhra Pradesh,16704,1344,2800,7480,1984,1976,1120,16704,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Telangana,16704,1344,2800,7480,1984,1976,1120,16704,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Karnataka,16704,1344,2800,7480,1984,1976,1120,16704,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Tamil Nadu,16950,1344,2800,7616,2079,1991,1120,16950,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Odisha,14720,1344,2800,5984,1663,1809,1120,14720,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Assam,15363,1344,2800,6664,1550,1885,1120,15363,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Chhattisgarh,15098,1344,2800,6120,1890,1824,1120,15098,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Jharkhand,14947,1344,2800,5984,1890,1809,1120,14947,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Uttarakhand,16232,1344,2800,7140,1890,1938,1120,16232,INR/Acre,State Horticulture Dept Guidelines,2024-2025
malabar spinach,Zaid,Himachal Pradesh,17215,1344,2800,8024,1890,2037,1120,17215,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Uttar Pradesh,15568,1400,2700,6532,1900,1936,1100,15568,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Madhya Pradesh,15568,1400,2700,6532,1900,1936,1100,15568,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Punjab,18403,1400,2700,8875,2128,2200,1100,18403,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Haryana,18166,1400,2700,8662,2128,2176,1100,18166,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Rajasthan,16542,1400,2700,7100,2242,2000,1100,16542,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Bihar,15062,1400,2700,6248,1710,1904,1100,15062,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Gujarat,16959,1400,2700,7526,2185,2048,1100,16959,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Maharashtra,16984,1400,2700,7668,2052,2064,1100,16984,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,West Bengal,15915,1400,2700,7100,1615,2000,1100,15915,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Andhra Pradesh,17085,1400,2700,7810,1995,2080,1100,17085,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Telangana,17085,1400,2700,7810,1995,2080,1100,17085,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Karnataka,17085,1400,2700,7810,1995,2080,1100,17085,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Tamil Nadu,17338,1400,2700,7952,2090,2096,1100,17338,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Odisha,15024,1400,2700,6248,1672,1904,1100,15024,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Assam,15700,1400,2700,6958,1558,1984,1100,15700,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Chhattisgarh,15410,1400,2700,6390,1900,1920,1100,15410,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Jharkhand,15252,1400,2700,6248,1900,1904,1100,15252,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Uttarakhand,16595,1400,2700,7455,1900,2040,1100,16595,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Kharif,Himachal Pradesh,17622,1400,2700,8378,1900,2144,1100,17622,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Uttar Pradesh,15880,1484,2862,6532,1900,1936,1166,15880,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Madhya Pradesh,15880,1484,2862,6532,1900,1936,1166,15880,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Punjab,18715,1484,2862,8875,2128,2200,1166,18715,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Haryana,18478,1484,2862,8662,2128,2176,1166,18478,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Rajasthan,16854,1484,2862,7100,2242,2000,1166,16854,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Bihar,15374,1484,2862,6248,1710,1904,1166,15374,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Gujarat,17271,1484,2862,7526,2185,2048,1166,17271,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Maharashtra,17296,1484,2862,7668,2052,2064,1166,17296,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,West Bengal,16227,1484,2862,7100,1615,2000,1166,16227,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Andhra Pradesh,17397,1484,2862,7810,1995,2080,1166,17397,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Telangana,17397,1484,2862,7810,1995,2080,1166,17397,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Karnataka,17397,1484,2862,7810,1995,2080,1166,17397,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Tamil Nadu,17650,1484,2862,7952,2090,2096,1166,17650,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Odisha,15336,1484,2862,6248,1672,1904,1166,15336,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Assam,16012,1484,2862,6958,1558,1984,1166,16012,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Chhattisgarh,15722,1484,2862,6390,1900,1920,1166,15722,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Jharkhand,15564,1484,2862,6248,1900,1904,1166,15564,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Uttarakhand,16907,1484,2862,7455,1900,2040,1166,16907,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Rabi,Himachal Pradesh,17934,1484,2862,8378,1900,2144,1166,17934,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Uttar Pradesh,16287,1568,3024,6532,1995,1936,1232,16287,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Madhya Pradesh,16287,1568,3024,6532,1995,1936,1232,16287,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Punjab,19133,1568,3024,8875,2234,2200,1232,19133,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Haryana,18896,1568,3024,8662,2234,2176,1232,18896,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Rajasthan,17278,1568,3024,7100,2354,2000,1232,17278,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Bihar,15772,1568,3024,6248,1796,1904,1232,15772,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Gujarat,17692,1568,3024,7526,2294,2048,1232,17692,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Maharashtra,17711,1568,3024,7668,2155,2064,1232,17711,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,West Bengal,16620,1568,3024,7100,1696,2000,1232,16620,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Andhra Pradesh,17809,1568,3024,7810,2095,2080,1232,17809,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Telangana,17809,1568,3024,7810,2095,2080,1232,17809,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Karnataka,17809,1568,3024,7810,2095,2080,1232,17809,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Tamil Nadu,18066,1568,3024,7952,2194,2096,1232,18066,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Odisha,15732,1568,3024,6248,1756,1904,1232,15732,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Assam,16402,1568,3024,6958,1636,1984,1232,16402,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Chhattisgarh,16129,1568,3024,6390,1995,1920,1232,16129,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Jharkhand,15971,1568,3024,6248,1995,1904,1232,15971,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Uttarakhand,17314,1568,3024,7455,1995,2040,1232,17314,INR/Acre,State Horticulture Dept Guidelines,2024-2025
dill leaves,Zaid,Himachal Pradesh,18341,1568,3024,8378,1995,2144,1232,18341,INR/Acre,State Horticulture Dept Guidelines,2024-2025
french beans,Kharif,Himachal Pradesh,28696,3200,4600,12980,2800,3216,1900,28696,INR/Acre,State Horticulture Dept Guidelines,2024-2025
french beans,Kharif,Jammu and Kashmir,26500,3200,4600,11000,2800,3000,1900,26500,INR/Acre,State Horticulture Dept Guidelines,2024-2025
french beans,Kharif,Uttarakhand,27110,3200,4600,11550,2800,3060,1900,27110,INR/Acre,State Horticulture Dept Guidelines,2024-2025
french beans,Rabi,Maharashtra,28282,3392,4876,11880,3024,3096,2014,28282,INR/Acre,State Horticulture Dept Guidelines,2024-2025
french beans,Rabi,Karnataka,28442,3392,4876,12100,2940,3120,2014,28442,INR/Acre,State Horticulture Dept Guidelines,2024-2025
french beans,Rabi,Andhra Pradesh,28442,3392,4876,12100,2940,3120,2014,28442,INR/Acre,State Horticulture Dept Guidelines,2024-2025
french beans,Rabi,Tamil Nadu,28826,3392,4876,12320,3080,3144,2014,28826,INR/Acre,State Horticulture Dept Guidelines,2024-2025
pomegranate,Kharif,Maharashtra,45944,4500,8500,19440,4860,4644,4000,45944,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Andhra Pradesh,46205,4500,8500,19800,4725,4680,4000,46205,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Telangana,46205,4500,8500,19800,4725,4680,4000,46205,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Karnataka,46205,4500,8500,19800,4725,4680,4000,46205,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Tamil Nadu,46826,4500,8500,20160,4950,4716,4000,46826,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Gujarat,45863,4500,8500,19080,5175,4608,4000,45863,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Madhya Pradesh,42416,4500,8500,16560,4500,4356,4000,42416,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,West Bengal,43325,4500,8500,18000,3825,4500,4000,43325,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Bihar,41174,4500,8500,15840,4050,4284,4000,41174,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Uttar Pradesh,42416,4500,8500,16560,4500,4356,4000,42416,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Punjab,49490,4500,8500,22500,5040,4950,4000,49490,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Kerala,50255,4500,8500,24300,3825,5130,4000,50255,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Odisha,41084,4500,8500,15840,3960,4284,4000,41084,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Kharif,Assam,42794,4500,8500,17640,3690,4464,4000,42794,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Maharashtra,46964,4770,9010,19440,4860,4644,4240,46964,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Andhra Pradesh,47225,4770,9010,19800,4725,4680,4240,47225,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Telangana,47225,4770,9010,19800,4725,4680,4240,47225,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Karnataka,47225,4770,9010,19800,4725,4680,4240,47225,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Tamil Nadu,47846,4770,9010,20160,4950,4716,4240,47846,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Gujarat,46883,4770,9010,19080,5175,4608,4240,46883,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Madhya Pradesh,43436,4770,9010,16560,4500,4356,4240,43436,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,West Bengal,44345,4770,9010,18000,3825,4500,4240,44345,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Bihar,42194,4770,9010,15840,4050,4284,4240,42194,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Uttar Pradesh,43436,4770,9010,16560,4500,4356,4240,43436,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Punjab,50510,4770,9010,22500,5040,4950,4240,50510,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Kerala,51275,4770,9010,24300,3825,5130,4240,51275,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Odisha,42104,4770,9010,15840,3960,4284,4240,42104,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Rabi,Assam,43814,4770,9010,17640,3690,4464,4240,43814,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Maharashtra,48227,5040,9520,19440,5103,4644,4480,48227,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Andhra Pradesh,48481,5040,9520,19800,4961,4680,4480,48481,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Telangana,48481,5040,9520,19800,4961,4680,4480,48481,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Karnataka,48481,5040,9520,19800,4961,4680,4480,48481,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Tamil Nadu,49114,5040,9520,20160,5198,4716,4480,49114,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Gujarat,48162,5040,9520,19080,5434,4608,4480,48162,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Madhya Pradesh,44681,5040,9520,16560,4725,4356,4480,44681,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,West Bengal,45556,5040,9520,18000,4016,4500,4480,45556,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Bihar,43416,5040,9520,15840,4252,4284,4480,43416,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Uttar Pradesh,44681,5040,9520,16560,4725,4356,4480,44681,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Punjab,51782,5040,9520,22500,5292,4950,4480,51782,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Kerala,52486,5040,9520,24300,4016,5130,4480,52486,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Odisha,43322,5040,9520,15840,4158,4284,4480,43322,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
pomegranate,Zaid,Assam,45018,5040,9520,17640,3874,4464,4480,45018,INR/Acre,NHB & MPKV Rahuri Fruit Guidelines,2024-2025
orange,Kharif,Maharashtra,38648,3500,7500,16200,4320,4128,3000,38648,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Andhra Pradesh,38860,3500,7500,16500,4200,4160,3000,38860,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Telangana,38860,3500,7500,16500,4200,4160,3000,38860,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Karnataka,38860,3500,7500,16500,4200,4160,3000,38860,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Tamil Nadu,39392,3500,7500,16800,4400,4192,3000,39392,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Gujarat,38596,3500,7500,15900,4600,4096,3000,38596,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Madhya Pradesh,35672,3500,7500,13800,4000,3872,3000,35672,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,West Bengal,36400,3500,7500,15000,3400,4000,3000,36400,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Bihar,34608,3500,7500,13200,3600,3808,3000,34608,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Uttar Pradesh,35672,3500,7500,13800,4000,3872,3000,35672,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Punjab,41630,3500,7500,18750,4480,4400,3000,41630,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Kerala,42210,3500,7500,20250,3400,4560,3000,42210,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Odisha,34528,3500,7500,13200,3520,3808,3000,34528,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Kharif,Assam,35948,3500,7500,14700,3280,3968,3000,35948,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Rabi,Maharashtra,39488,3710,7950,16200,4320,4128,3180,39488,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Rabi,Andhra Pradesh,39700,3710,7950,16500,4200,4160,3180,39700,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Rabi,Telangana,39700,3710,7950,16500,4200,4160,3180,39700,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Rabi,Karnataka,39700,3710,7950,16500,4200,4160,3180,39700,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Rabi,Tamil Nadu,40232,3710,7950,16800,4400,4192,3180,40232,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
orange,Rabi,Gujarat,39436,3710,7950,15900,4600,4096,3180,39436,INR/Acre,CCRI Nagpur & NHB Guidelines,2024-2025
